,Bavarian,German,GBERT_avg_prob,MBERT_avg_prob
1588,landgmoana,gemeinden,0.5103089958429337,0.7345349192619324
1589,hammerbochtoi,hammerbachtales,1.0,1.0
1590,normannischn,normannischen,1.0,1.0
1591,landkreis,landkreises,0.9441860914230348,0.9901083111763
1592,guamblin,guamblín,0.9613402783870696,0.9999994933605194
1593,gsomtheit,gesamtheit,0.9768387973308564,0.9999998807907104
1594,gspeichat,gespeichert,0.5559457838535309,1.0
1595,gspeist,gespeist,0.8937420547008514,1.0
1596,gspeist,speiste,0.9999936819076538,1.0
1597,gspoidn,gespalten,0.9875458776950836,1.0
1598,rodweg,radweg,0.9422559142112732,1.0
1599,gstodlinie,küstenlinie,0.9999787211418152,0.9641875624656676
1600,roadorf,raindorf,0.9927034080028534,0.9999891519546508
1601,ritta,ritters,0.8988091945648193,0.9995051324367524
1602,gsundheitsdistrikt,gesundheitsdistrikt,1.0,1.0
1603,gsäte,gesäte,0.9326877892017365,1.0
1604,guada,guter,0.9433725774288176,0.937084972858429
1605,haptgialasteroid,hauptgürtelasteroid,1.0,0.9999999105930328
1606,landgericht,landgerichts,1.0,1.0
1607,languedoc,okzitanien,0.8724093735218048,0.4692972302436828
1608,nächstglengne,nächstgelegene,0.9999998807907104,1.0
1609,region,regionen,0.9998049736022948,0.9579096138477324
1610,region,gemeinschaft,0.9942230582237244,0.9989749491214752
1611,hechnmeta,höhenmeter,0.6221603602170944,0.9999532997608184
1612,nähan,näheren,0.998082548379898,0.9344461560249328
1613,hechnuntaschied,höhenunterschied,0.9584615230560304,1.0
1614,hechstglengne,höchstgelegene,0.8115309774875641,0.9999998807907104
1615,hei,heute,0.8053419291973114,0.9483208358287812
1616,haptort,hauptstadt,0.9999283850193024,0.9796940684318542
1617,regiad,regiert,0.9994713962078094,0.999971866607666
1618,heidkopf,heidkopfes,1.0,1.0
1619,heidlbeag,heidelberg,0.8323637545108795,0.7260140478610992
1620,näxdn,nächsten,0.8961301743984222,0.9621318876743316
1621,heiling,heiligen,0.9343313872814178,0.999338686466217
1622,rechtsseitign,rechtsseitigen,0.9999999701976776,0.9999999403953552
1623,regionoibohhof,regionalbahnhof,0.9993199110031128,0.9999855160713196
1624,regionoipark,regionalpark,1.0,1.0
1625,reglmäßig,regelmäßig,0.9070621430873872,0.9589222967624664
1626,hausertsmühlboch,hausertsmühlbach,1.0,1.0
1627,religionszuaghearigkeit,religionszugehörigkeit,1.0,1.0
1628,haptorte,hauptorte,0.5426230430603027,0.9999983906745912
1629,religionsstifta,religionsstifter,1.0,1.0
1630,haptsitz,hauptsitz,0.9986958503723145,0.9999974966049194
1631,landestei,landesteil,0.9999999701976776,1.0
1632,reikasdorf,reikersdorf,0.996214747428894,0.9999552071094512
1633,haundlung,handlung,0.9814246296882628,0.9979296922683716
1634,regulära,regulärer,0.999999463558197,0.999969094991684
1635,regnitzlosaua,regnitzlosauer,0.960473358631134,0.9999999701976776
1636,hauptstoddistrikt,hauptstadtdistrikt,0.9947840869426728,1.0
1637,regln,regeln,0.4883658736944198,0.997404009103775
1638,reglmäßige,regelmäßige,0.6592520177364349,0.9999997615814208
1639,haurain,haurains,1.0,1.0
1640,haus,hause,1.0,1.0
1641,hausbeag,hausberg,1.0,1.0
1642,gsetzliche,gesetzliche,0.9999051094055176,1.0
1643,gsetzd,gesetzt,0.9861332476139067,0.8386507332324982
1644,nordwestrond,nordwestrand,1.0,0.999999850988388
1645,scharing,schärding,0.9999821782112122,1.0
1646,landschoftn,landschaften,0.7446173429489136,0.9999236464500428
1647,greßtn,einwohnerstärksten,0.9967606663703918,0.9997163712978364
1648,schauplotz,schauplatz,0.998447209596634,0.9999994933605194
1649,grimmgrobn,grimmgraben,1.0,1.0
1650,nomansursprung,namensursprung,1.0,1.0
1651,gringfigig,geringfügig,0.3883774429559707,0.9999999105930328
1652,saubeag,sauberg,0.9961768984794616,1.0
1653,sardischn,sardischen,1.0,1.0
1654,nordestli,nordöstlich,0.9999902248382568,0.991505652666092
1655,scheenstn,schönsten,0.44175685942173,0.999999850988388
1656,gressdn,einwohnerstärksten,0.9999811053276062,0.9999999701976776
1657,gressda,größter,0.971515953540802,1.0
1658,gressare,grössere,0.9855613112449646,1.0
1659,kantonen,wahlkreise,0.6949044018983841,0.5836712121963501
1660,schmerleboch,schmerlenbach,0.9875328242778778,0.9999952912330629
1661,schloss,wasserschloss,1.0,0.999999701976776
1662,goma,gemeinde,0.6977619230747223,0.8754054605960846
1663,langa,langer,0.9997305870056152,0.8733048439025879
1664,noheglengne,nahegelegenen,0.7621279358863831,0.9980667531490326
1665,gouvernement,gouvernements,1.0,1.0
1666,schleisn,schleusen,0.9274795353412628,1.0
1667,greglt,geregelt,0.7076453417539597,1.0
1668,schigebiet,skigebiet,0.9999974071979524,0.9996402263641356
1669,landzunga,landzunge,1.0,1.0
1670,schifffoahtsschleuse,schifffahrtsschleuse,0.9999999701976776,1.0
1671,schifffoahtskanoi,schifffahrtskanal,0.9999987483024596,1.0
1672,grenzibagang,grenzübergang,0.9996933937072754,0.9663208425045012
1673,grenzkopf,grenzkopfes,1.0,1.0
1674,schenkungstätigkeitn,schenkungstätigkeiten,1.0,1.0
1675,grousse,große,0.9942177534103394,0.9574708342552184
1676,rumänischn,rumänischen,0.9999985694885254,1.0
1677,gründt,gegründet,1.0,0.9266721606254578
1678,ruhmannsfeldn,ruhmannsfelden,1.0,1.0
1679,roudm,rotem,0.9994958639144896,0.9999960064888
1680,rottoi,rottal,0.991060584783554,0.9995446503162384
1681,gschoffane,geschaffene,0.9598418772220612,0.999999076128006
1682,nordseitn,nordseite,0.994005560874939,1.0
1683,gschwumma,schwamm,0.861177533864975,0.9999941885471344
1684,gschäfte,geschäfte,0.9999357759952544,0.9999955594539642
1685,rund,etwa,0.9999999701976776,0.9999819993972778
1686,gruppn,band,0.9999998807907104,1.0
1687,grundstick,grundstück,0.9829806685447692,0.9999995529651642
1688,nordfrieslaund,nordfriesland,0.8610206246376038,0.9999902546405792
1689,san,kam,0.6600419878959656,0.9998984336853028
1690,groußherzogtum,großherzogtum,0.9999627470970154,0.9999999403953552
1691,san,gingen,0.4806191176176071,0.9999999701976776
1692,san,bilden,0.8986225128173828,0.9999996721744536
1693,groußstädt,großstädten,0.8280143737792969,0.9999999105930328
1694,groußtei,großteil,0.7240737974643707,0.9672375619411469
1695,samisch,nordsamisch,0.99986732006073,0.9998095333576202
1696,großgmoana,großgemeinden,1.0,1.0
1697,großstädt,großstädten,1.0,0.9999999701976776
1698,römischn,römischen,0.9999999701976776,1.0
1699,umfoss,umfasst,0.9996289610862732,0.7004185914993286
1700,aufbaut,aufgebaut,0.9995711147785188,0.9984105229377748
1701,astronomischn,astronomischen,0.9999995231628418,1.0
1702,attrakzion,attraktion,0.99998739361763,1.0
1703,buit,bietet,0.6151385605335236,0.9969831109046936
1704,duachfliaßandn,durchfließenden,0.9993833899497986,0.9999997615814208
1705,duachfliassd's,durchfließt,0.9866195321083068,0.9999997615814208
1706,zuafliaßd,zufließt,0.8446225821971893,1.0
1707,beriaht,berührt,0.79802206158638,0.9999992847442628
1708,berggmoaschoft,bergkommune,0.9999999403953552,1.0
1709,aufbaut,wiederaufgebaut,0.9874208867549896,0.9999447464942932
1710,ursprung,ursprungs,1.0,1.0
1711,bundasstrass,bundesstraße,0.6173211634159088,0.9995339512825012
1712,auffüahrung,aufführung,0.9751131534576416,0.9999981820583344
1713,astronaut,astronauten,0.9999999403953552,0.9999999403953552
1714,beruafsbezeichnung,berufsbezeichnung,1.0,1.0
1715,zwoastuafige,zweistufige,0.9999999105930328,1.0
1716,unterwittboch,unterwittbach,1.0,1.0
1717,bestottet,bestattet,0.9983511567115784,0.9999994039535522
1718,zuagwiesn,zugewiesen,0.9006674885749817,0.9999851584434508
1719,zuagriff,zugriff,0.9999995231628418,1.0
1720,buidde,gebildete,0.9139469563961028,1.0
1721,bestimmungswoat,bestimmungswort,1.0,1.0
1722,archäologischn,archäologischen,0.9999999701976776,0.9999999701976776
1723,duachschnittlichn,durchschnittlichen,0.9608108997344972,0.9999807178974152
1724,zuaghearige,zugehörige,0.999552994966507,1.0
1725,bessenbach,bessenbachs,1.0,1.0
1726,argentinischn,argentinischen,0.9993911683559418,1.0
1727,duachwegs,durchwegs,0.9999999105930328,1.0
1728,wichtign,wichtigen,0.9521405696868896,0.9999977648258208
1729,voglmui,voglmühle,1.0,1.0
1730,aserbaidschanischn,aserbaidschanischen,0.9999999701976776,1.0
1731,us,vereinigten,0.95747047662735,0.8514277040958405
1732,druppenamts,truppenamtes,1.0,0.9999999701976776
1733,benediktinakloster,benediktinerkloster,0.9997439682483672,1.0
1734,bundesministerium,bundesministeriums,1.0,1.0
1735,dreiländaeckn,dreiländerecke,1.0,0.9999999701976776
1736,dreiländaeck,dreiländereck,1.0,1.0
1737,bundespräsidentn,bundespräsidenten,1.0,1.0
1738,wissnschoftliche,wissenschaftliche,0.9995095133781432,0.9263030588626862
1739,beläg,beläge,0.9997007846832277,0.9958153665065764
1740,zoinwert,zahlenwert,0.9999298751354218,1.0
1741,vabringt,verbringt,0.999873161315918,0.9999999701976776
1742,drauf,darauf,0.99948850274086,0.8930167555809021
1743,woa,umfasste,0.1978837549686432,0.9959481358528136
1744,aufzeichnunga,aufzeichnungen,0.969382017850876,0.9999998807907104
1745,draf,darauf,0.5351708680391312,0.7095994204282761
1746,benefiz,benefizvorstellung,1.0,1.0
1747,vabindungsstroßn,verbindungsstraßen,0.9979204535484314,0.999981164932251
1748,benefizvuastöllung,benefizvorstellung,0.9999999701976776,1.0
1749,bundeslända,bundesländer,0.8465354442596436,1.0
1750,usbekischn,usbekischen,1.0,1.0
1751,usseltoi,usseltal,1.0,1.0
1752,bundesdogs,bundestages,0.9980990588665009,0.9999999701976776
1753,zruckgeht,zurückgeht,0.9253763556480408,1.0
1754,drittgressde,drittgrößte,0.6615936160087585,0.9999996721744536
1755,winkl,winkels,0.9626923203468324,0.9477785527706146
1756,winnipegosissää,winnipegosissee,0.9999361336231232,0.9987577497959136
1757,bundeskanzla,bundeskanzlers,0.6392258107662201,0.9986915290355682
1758,zoolog,zoologe,0.9063106775283812,0.999930053949356
1759,bundeskanzlaamt,bundeskanzleramt,0.827746719121933,1.0
1760,aufgonga,aufgegangen,0.9999342858791352,1.0
1761,voamolige,vormalige,0.999677836894989,0.9859449863433838
1762,aoidhochdeitsche,althochdeutsche,0.9149075150489808,0.990037739276886
1763,beziagt,bezieht,0.912111222743988,0.9828999638557434
1764,eahem,erheben,0.8826945424079895,0.9996920824050904
1765,wachenbach,wachenbachs,1.0,1.0
1766,bsondas,besonders,0.5205517113208771,0.6387508064508438
1767,bezeichnd'n,bezeichnet,0.9990200698375702,0.9971614480018616
1768,bsong,besagen,0.9284417629241944,0.9998846352100372
1769,bezeichnatn,bezeichneten,0.9990766942501068,1.0
1770,eahebunga,erhebungen,0.6055804789066315,0.9999870657920836
1771,amerikanische,kanadische,0.999999463558197,0.9999940991401672
1772,bezeichn't,bezeichnet,0.99698144197464,0.9567486941814424
1773,bewoidung,bewaldung,0.9999999701976776,1.0
1774,bewoidts,bewaldetes,0.999772697687149,0.9999999701976776
1775,eahebli,erheblich,0.5113135725259781,0.4274250119924545
1776,bewoidtn,bewaldeten,0.9998025596141816,1.0
1777,eagibt,ergibt,0.9292181432247162,0.9999999701976776
1778,amerikanischa,kanadischer,0.9884806275367736,0.9799975752830504
1779,untagruppe,untergruppe,0.6263248771429062,0.6789582073688507
1780,bschlossne,beschlossene,0.9930858910083772,1.0
1781,zwoarahoib,zweieinhalb,0.7550261914730072,0.9136515259742736
1782,bschränktn,beschränkten,0.9999381303787231,0.9999997615814208
1783,westerboch,westerbach,1.0,0.9999988973140717
1784,bschäftigt,beschäftigt,0.9970222413539886,0.9440386891365052
1785,beziehunga,beziehungen,0.9999999701976776,0.9997909665107728
1786,walserdeitsch,walserdeutsch,0.99948588013649,1.0
1787,westfranzesische,westfranzösische,1.0,1.0
1788,westfriesischn,westfriesischen,1.0,1.0
1789,ealoschna,erloschener,0.6746712923049927,0.9999999701976776
1790,ealaubte,erlaubte,0.8376031517982483,0.9999995529651642
1791,beziaksmuseum,bezirksmuseum,0.9997689723968506,1.0
1792,untafränkischn,unterfranken,0.959861695766449,0.9999342858791352
1793,bewoidte,bewaldete,0.9999947547912598,1.0
1794,bewoidda,bewaldeter,0.7093493044376373,1.0
1795,dänemark,dänemarks,0.999982923269272,1.0
1796,betriebn,betrieben,0.9238688051700592,0.9906589090824128
1797,westrond,westrand,1.0,1.0
1798,zugrund,zugrunde,0.8506293296813965,1.0
1799,andalusien,andalusiens,1.0,1.0
1800,buachdrucka,buchdrucker,0.9999178349971772,0.9999997913837432
1801,zuawox,zuwachs,0.4552170485258102,1.0
1802,zuateid,zugeteilt,0.534552663564682,0.9999991655349731
1803,zuasätzli,zusätzlich,0.4421917423605919,0.9571129083633424
1804,betreim,betreiben,1.0,1.0
1805,zuaschnidd,zuschnitt,0.9140241146087646,1.0
1806,dänischa,dänischer,1.0,1.0
1807,bevejkarungsreichsde,bevölkerungsreichste,0.9999975860118866,1.0
1808,bevejkarungsreichste,bevölkerungsreichste,1.0,1.0
1809,bsundas,besonders,0.5561670511960983,0.7879662811756134
1810,bevejkarungswochstum,bevölkerungswachstum,0.777246356010437,0.9999999403953552
1811,zweigstej,zweigstelle,0.9999997913837432,1.0
1812,zweign,zweigen,1.0,1.0
1813,westn,westens,0.9999486207962036,0.999801069498062
1814,zweckverband,zweckverbandes,1.0,1.0
1815,zweckvabond,zweckverbandes,0.9999983310699464,1.0
1816,eaeffnt,eröffnet,0.4421860724687576,0.9994153380393982
1817,zweckn,zwecken,0.999999463558197,1.0
1818,westn,westlich,0.9811656177043916,0.9965313374996184
1819,untas,unteres,0.996155560016632,0.9999896585941316
1820,amtsbeziak,amtsbezirk,0.9999999701976776,1.0
1821,untascheidung,unterscheidung,0.949004292488098,0.9999894201755524
1822,zwa,zwei,0.9996978342533112,0.9654220044612885
1823,vorsitzende,mitglied,0.9963099360466005,0.7728098630905151
1824,untaschiedliche,unterschiedliche,0.9999929070472716,0.9999728202819824
1825,westnordwestli,westnordwestlich,0.9999997615814208,1.0
1826,zisterzienserinnaabtei,zisterzienserinnenabtei,0.9988633394241332,0.9999363720417024
1827,zisterziensarinnenklosta,zisterzienserinnenkloster,1.0,1.0
1828,bedeitnd,bedeutend,0.6395531743764877,1.0
1829,bedeitn,bedeuten,0.5742828398942947,1.0
1830,bedeidt,bedeutet,0.7377769649028778,0.7502331435680389
1831,denkmoilistn,denkmalliste,0.9950111508369446,0.9513196647167206
1832,creußena,creußener,1.0,1.0
1833,variantn,varianten,0.9997262358665466,0.9227607846260072
1834,varoahd,verrohrt,0.9279492199420928,0.9999999701976776
1835,vedeggiotoi,vedeggiotal,1.0,1.0
1836,varoahrung,verrohrung,1.0,1.0
1837,cuba,kubas,0.9756177067756652,1.0
1838,beagrückn,bergrücken,0.98276549577713,1.0
1839,beagregion,bergregion,1.0,1.0
1840,yachthofn,yachthafen,1.0,1.0
1841,veasion,version,0.8090387880802155,0.9987005293369292
1842,bamberga,bamberger,1.0,1.0
1843,bedeitnda,bedeutender,0.9465526938438416,0.9995789229869844
1844,chikmagalur,chikkamagaluru,0.9996432662010192,0.9998326599597932
1845,chonos,chono,0.9923909604549408,0.9999997317790984
1846,vesuv,vesuvs,1.0,1.0
1847,chronologischa,chronologischer,1.0,0.9999999701976776
1848,baffininsl,baffininsel,1.0,1.0
1849,wolzmui,wolzmühle,1.0,1.0
1850,baialiche,bäuerliche,0.9997639060020448,0.9761166274547576
1851,baierns,bayerns,0.7460893392562866,0.9999901354312896
1852,vameak,vermerk,0.8154782950878143,0.9998006522655488
1853,bedeitnds,bedeutendes,0.5931746959686279,1.0
1854,vamutet,vermutet,0.953022003173828,0.946932166814804
1855,beagkuppe,bergkuppe,1.0,1.0
1856,cheamgau,chiemgau,1.0,1.0
1857,baujoar,baujahr,1.0,1.0
1858,bauanhöf,bauernhöfen,0.8889016509056091,0.999991238117218
1859,dageng,dagegen,0.8932326436042786,0.9973250031471252
1860,dazuakema,hinzu,1.0,0.999999612569809
1861,vawoitungseinheit,verwaltungseinheit,0.999730110168457,1.0
1862,bayerischa,bayerischer,0.9981490969657898,0.9999631643295288
1863,baschklingeboch,baschklingebach,1.0,1.0
1864,bautn,bauten,0.99894380569458,0.9995241463184356
1865,bauspoakassa,bausparkasse,0.9768965244293212,1.0
1866,vawoitungsbeziake,verwaltungsbezirken,0.6734890937805176,0.985669642686844
1867,vawoitungsbeziak,verwaltungsbezirks,0.5552874803543091,0.8705890774726868
1868,vawoitungsbeziak,verwaltungsbezirke,0.6719523221254349,0.7594493329524994
1869,vawoitungsbeziak,unitary,0.8986671268939972,0.911650002002716
1870,bauanhöf,bauernhöfe,0.6881529986858368,0.9998789429664612
1871,bauanfiahra,bauernführer,0.9979291558265686,0.949354499578476
1872,wuidpark,wildpark,1.0,1.0
1873,baseboivaein,baseballverein,0.9333127737045288,0.9999898076057434
1874,vasetzt,versetzt,0.8039118051528931,0.984958440065384
1875,vawoitungstechnisch,verwaltungstechnisch,0.9999975264072418,1.0
1876,vasoagt,versorgt,0.8834635019302368,0.9999954700469972
1877,beaging,bergigen,0.9837350845336914,0.9986242949962616
1878,beage,bergen,0.4872287809848785,0.9841956794261932
1879,basian,basieren,0.9997142553329468,1.0
1880,basiande,basierende,0.999988615512848,1.0
1881,vawoitungsregion,verwaltungsregion,0.9999992549419404,1.0
1882,basiat,basiert,0.9999834597110748,0.9998781085014344
1883,vawoitungsoaheit,verwaltungseinheit,0.986057698726654,0.999760091304779
1884,definiade,definierte,0.9999791383743286,1.0
1885,definiad,definiert,0.999999463558197,0.9969957172870636
1886,cheamsee,chiemsee,1.0,1.0
1887,viadl,viertel,0.9961830377578736,0.9238959848880768
1888,bekonntheit,bekanntheit,0.4463718980550766,0.8347202241420746
1889,vafassungsrecht,verfassungsrecht,0.9968610405921936,0.9997222423553468
1890,vafigt,verfügt,0.8699622750282288,0.9994799494743348
1891,ausgob,ausgabe,0.6870860457420349,0.9933558702468872
1892,dompflokomotivn,dampflokomotiven,0.7598477303981781,1.0
1893,vafossungsendarung,verfassungsänderung,0.9944243431091307,0.9977925419807434
1894,beinoh,beinahe,0.9999997317790984,1.0
1895,aushängeschuida,aushängeschilder,1.0,1.0
1896,vafuigt,verfügt,0.6750920414924622,0.9999983608722688
1897,beinhoidd,beinhaltet,0.8700615763664246,0.9999997913837432
1898,dominikanischn,dominikanischen,0.9999907314777374,1.0
1899,wohnhaisa,wohnhäuser,0.9418128132820128,0.9999996721744536
1900,dominian,dominieren,1.0,1.0
1901,vagehn,vergehen,0.8674172759056091,0.9771455526351928
1902,vafassungsoagan,verfassungsorgan,0.734409749507904,0.9999980926513672
1903,ausdruck,ausdrücke,0.997840851545334,0.8562139868736267
1904,zeremonieje,zeremonielle,1.0,1.0
1905,zeremoniejn,zeremoniellen,0.9999999105930328,1.0
1906,bekonntestn,bekanntesten,0.999933898448944,0.8473508954048157
1907,dozuaghearige,dazugehörige,0.6413037925958633,0.8761523962020874
1908,bundesstoot,unionsterritorium,0.9999999105930328,0.999999701976776
1909,vaeffentlicht,veröffentlicht,0.989890843629837,0.9831600487232208
1910,vaeffentlichte,veröffentlichte,0.995397448539734,0.999999463558197
1911,bekanntestn,bekanntesten,0.9993918836116792,0.9997338950634004
1912,vaeinign,vereinigen,0.811710387468338,0.9998444616794586
1913,zgleich,zugleich,0.8105401396751404,0.4762342646718025
1914,dorf,gemeinde,1.0,0.999999463558197
1915,dorf,dorfes,1.0,1.0
1916,bejgischa,belgischer,0.9011071920394896,0.999830722808838
1917,busvabindunga,busverbindungen,0.9999403655529022,1.0
1918,auslaifa,ausläufer,0.9999998807907104,1.0
1919,valaffft,verläuft,0.9874274432659148,0.9506202340126038
1920,distrikte,distrikt,0.9999988079071044,1.0
1921,district,districts,1.0,0.9999976754188538
1922,district,county,0.6642333269119263,0.3672297894954681
1923,zaunbau,zaunbaus,1.0,1.0
1924,autobohauffoaht,autobahnauffahrt,1.0,0.9998537600040436
1925,begonga,begangen,0.9218887388706208,0.9999707639217376
1926,beginna,beginnen,0.8691114485263824,0.9958112835884094
1927,dinkelsbühla,dinkelsbühler,1.0,1.0
1928,zeignis,zeugnis,0.8322899639606476,1.0
1929,befugnissn,befugnissen,0.9999987483024596,1.0
1930,carltheater,carltheaters,1.0,1.0
1931,woihgong,wahlgang,0.8321851491928101,0.999997079372406
1932,autobohring,autobahnring,0.9997983574867249,0.9999997615814208
1933,viazehn,vierzehn,0.9998342096805573,0.9999969601631165
1934,woiknkrotza,wolkenkratzer,0.9951873123645782,1.0
1935,valegd,verlegt,0.7893117368221283,0.9989856481552124
1936,begrom,begraben,0.9716576337814332,0.9999999701976776
1937,doaf,kirchdorf,0.9863937497138976,0.9999812245368958
1938,beide,beiden,0.9999997317790984,1.0
1939,dojmen,dolmen,0.9947337806224824,0.9999999701976776
1940,wohnstoihaus,wohnstallhaus,1.0,1.0
1941,wohnunga,wohnungen,0.9993323385715484,1.0
1942,vagreßat,vergrößert,0.9039695262908936,0.999987691640854
1943,behoamat,beheimatet,0.7903569638729095,1.0
1944,zeichnunga,zeichnungen,0.8282038271427155,0.999220609664917
1945,vahäjtnis,verhältnis,0.8828633427619934,0.9999052584171296
1946,behmen,böhmen,0.8602606356143951,0.9738196730613708
1947,aussiedlahof,aussiedlerhofes,1.0,1.0
1948,vakeahsflughäfn,verkehrsflughäfen,0.6673759073019028,1.0
1949,zeichn,zeichen,0.7259238660335541,0.96748486161232
1950,zehntn,zehnten,1.0,1.0
1951,zehnkepfign,zehnköpfigen,1.0,1.0
1952,duachfliassd'n,durchfließt,0.9899624288082124,0.9999991953372956
1953,dateifoamat,dateiformat,0.9983506202697754,0.999996691942215
1954,ämta,ämter,0.5959329307079315,0.8305797278881073
1955,eawähnte,erwähnte,0.997427463531494,1.0
1956,übaregionoi,überregional,0.9533606469631196,0.9999982118606568
1957,bliabda,beliebter,0.9983190596103668,0.9999971091747284
1958,biagt,biegt,0.9998202919960022,0.9999998211860656
1959,afferbach,afferbachs,1.0,1.0
1960,bnutzung,benutzung,0.948453962802887,1.0
1961,biogasonlog,biogasanlage,1.0,1.0
1962,werbeblocka,werbeblocker,1.0,1.0
1963,biat,bietet,0.6260702311992645,0.986157476902008
1964,easetzd,ersetzt,0.9114969372749328,0.9328069984912872
1965,borghoizhausn,borgholzhausen,0.9923328161239624,1.0
1966,bohexzentrizitet,bahnexzentrizität,0.9999943971633912,1.0
1967,und,and,0.9997194111347198,1.0
1968,bosnienkriag,bosnienkrieg,0.99996879696846,1.0
1969,wehrmocht,wehrmacht,0.9967648684978484,0.9991626441478728
1970,umschliaßt,umschließt,1.0,1.0
1971,zwoatgresste,zweitgrößte,0.9874054789543152,0.9999993443489076
1972,brechnung,berechnung,0.9729059636592864,0.9999997317790984
1973,bossa,passau,0.9580565094947816,0.9922282099723816
1974,ärmlkanoigstod,ärmelkanalküste,0.9999989569187164,1.0
1975,weinbeage,weinberge,0.9999998807907104,0.9999816119670868
1976,unbekonnt,unbekannt,0.9999998211860656,0.9347093105316162
1977,eascheinung,erscheinung,0.7771582901477814,0.591771624982357
1978,bronzezeid,bronzezeit,0.9999999701976776,0.9999600052833556
1979,bogenbach,bogenbachs,0.9999904334545135,1.0
1980,agglomarazion,ballungsraum,0.9332463443279266,0.9999993443489076
1981,breissischa,preußischer,0.6024663150310516,0.9999191462993622
1982,weitestgehnd,weitestgehend,0.9364580810070038,1.0
1983,afgfiahd,aufgeführt,0.5006870776414871,0.9820888042449952
1984,östarreichischa,österreichischer,0.3465111851692199,0.6747494339942932
1985,britischa,britischer,0.9995137155056,0.9999954700469972
1986,ebenfois,ebenfalls,0.6630683541297913,0.980493575334549
1987,easchtmolige,erstmalige,0.999247908592224,0.9895997643470764
1988,umgsetzt,umgesetzt,0.9940198957920074,0.9541204273700714
1989,ungarischn,ungarischen,0.9597919583320618,0.9996032416820526
1990,afgstaud,aufgestaut,0.7134875506162643,0.9999957382678986
1991,edlmo,edelmann,0.9993326365947724,1.0
1992,bretonischn,bretonischen,1.0,1.0
1993,wendn,wenden,0.9998342990875244,0.9999220073223114
1994,boknafjord,boknafjords,1.0,1.0
1995,bildøy,bildøyna,0.9999991059303284,1.0
1996,bomoas,bodenmais,0.986689418554306,0.9926425516605376
1997,weisn,weisen,0.9338566958904266,0.999508261680603
1998,weatpapiakennnumma,wertpapierkennnummer,0.8849559724330902,1.0
1999,afglesde,aufgelöste,0.9671863317489624,1.0
2000,ungefähr,etwa,1.0,1.0
2001,afgläsd,auflöste,0.9070532321929932,0.9999982714653016
2002,blitzschlog,blitzschlag,1.0,0.9999988675117492
2003,eastreckn,erstrecken,0.9484768509864808,1.0
2004,weinbeag,weinbergen,1.0,0.9999651312828064
2005,eig'nhändiche,eigenhändige,0.9999962747097016,1.0
2006,earichdt,errichtet,0.5004960298538208,0.9997929632663728
2007,umfossnd,umfassend,0.7894899845123291,1.0
2008,adriatischn,adriatischen,1.0,1.0
2009,eichstättischn,eichstättischen,1.0,1.0
2010,weinbau,weinbaus,1.0,1.0
2011,weiler,ortsteil,0.9999959170818328,0.9999999403953552
2012,umwejdvaträglichn,umweltverträglichen,0.9637409150600432,1.0
2013,eareichta,erreicht,0.9057281613349916,0.2606938406825065
2014,umfossd'n,umfasst,0.9565137028694152,0.8763776421546936
2015,braucht,benötigt,0.9999999701976776,0.9917548596858978
2016,wehrpfliachd,wehrpflicht,0.9987443387508392,1.0
2017,eifihrung,einführung,0.9911216795444489,0.998558759689331
2018,westend,westende,0.9999995231628418,1.0
2019,weiher,weihers,1.0,1.0
2020,woifoahtskapej,wallfahrtskapelle,0.999345600605011,1.0
2021,opendelta,open,1.0,1.0
2022,onsiedlunga,ansiedlungen,0.3828215301036834,0.9461047649383544
2023,ortschoftn,nächstgelegenen,0.2704682350158691,0.7694438099861145
2024,wogrechtn,waagrechten,0.8870911598205566,0.9999885559082032
2025,programmiara,programmierer,0.5964018106460571,1.0
2026,onsiedlung,ansiedelung,0.8331288695335388,0.643183171749115
2027,woifaotsoat,wallfahrtsort,0.4110733866691589,0.9999328851699828
2028,woidsiedlung,waldsiedlung,0.9408177733421326,0.9999969601631165
2029,onschließnd,anschließend,0.9708083271980286,0.7642788887023926
2030,ortschoft,ort,0.7206169366836548,0.9999999403953552
2031,ortschoftn,orten,0.980701506137848,0.9876561164855956
2032,priestaweihe,meerut,0.9325122237205504,0.5391792058944702
2033,woifoahtskiach,wallfahrtskirche,0.7570642828941345,0.9997413754463196
2034,onschliassnd,anschliessend,0.9999997615814208,1.0
2035,ons,ans,0.9893528819084167,1.0
2036,wogn,wagen,0.984421730041504,0.5684331655502319
2037,onolzboch,onolzbach,1.0,1.0
2038,programm,programms,1.0,1.0
2039,ortschoftn,ortsteile,0.995682179927826,0.9835770726203918
2040,woidwegqualität,waldwegqualität,1.0,1.0
2041,wohigeng,wohingegen,0.999984323978424,1.0
2042,opasst,angepasst,0.4903750121593475,0.9999995827674866
2043,onspruchsvolla,anspruchsvoller,0.9224674105644226,1.0
2044,priafungsvazeichnis,prüfungsverzeichnis,1.0,1.0
2045,programme,programmen,0.9999998211860656,0.999999463558197
2046,oobaun,anzubauen,0.6684099435806274,0.9999704360961914
2047,onziehungspunkte,anziehungspunkte,1.0,1.0
2048,wohnand,leben,0.9999986290931702,0.9863163232803344
2049,ortschoftn,frazioni,0.488436222076416,0.9376736879348756
2050,woidwege,waldwege,0.9999950528144836,1.0
2051,opassungsmeglichkeitn,anpassungsmöglichkeiten,0.9628272652626038,1.0
